# OpenMagneticScanner Mag-Scan output file. v0.7 
# Parameters :  x_left_init = 120.680000, x_right_init = 159.280000, y_bottom_init = 131.870000, y_top_init = 170.870000, dx = 2.000000, dy = 2.000000, z_bottom = 40.500000, z_top = 70.500000, dz = 2.000000 
X,Y,Z, Bx, By, Bz
138.680000,165.870000,46.500000,0.784000,-15.778000,-15.484000
136.680000,165.870000,46.500000,3.038000,-15.386000,-14.994000
134.680000,165.870000,46.500000,5.096000,-14.994000,-14.308000
132.680000,165.870000,46.500000,6.860000,-13.916000,-13.132000
130.680000,165.870000,46.500000,8.134000,-12.838000,-11.662000
128.680000,165.870000,46.500000,9.114000,-11.466000,-10.290000
126.680000,165.870000,46.500000,9.506000,-10.192000,-8.820000
124.680000,165.870000,46.500000,9.604000,-8.820000,-7.154000
122.680000,165.870000,46.500000,9.506000,-7.742000,-6.174000
122.680000,163.870000,46.500000,10.878000,-7.546000,-7.252000
122.680000,161.870000,46.500000,11.956000,-7.154000,-8.330000
122.680000,159.870000,46.500000,13.230000,-6.566000,-9.506000
122.680000,157.870000,46.500000,14.112000,-5.292000,-10.976000
122.680000,155.870000,46.500000,15.190000,-4.116000,-11.858000
122.680000,153.870000,46.500000,15.680000,-2.450000,-12.740000
122.680000,151.870000,46.500000,15.876000,-0.784000,-12.936000
122.680000,149.870000,46.500000,15.582000,0.882000,-12.936000
122.680000,147.870000,46.500000,15.190000,2.352000,-12.348000
122.680000,145.870000,46.500000,14.112000,3.920000,-11.760000
122.680000,143.870000,46.500000,13.132000,5.194000,-10.584000
122.680000,141.870000,46.500000,11.858000,5.978000,-9.604000
122.680000,139.870000,46.500000,10.682000,6.664000,-8.428000
122.680000,137.870000,46.500000,9.506000,6.762000,-7.154000
122.680000,135.870000,46.500000,8.232000,6.762000,-6.272000
122.680000,133.870000,46.500000,7.350000,6.860000,-4.998000
122.680000,131.870000,46.500000,6.076000,6.566000,-4.508000
124.680000,131.870000,46.500000,6.174000,7.350000,-5.096000
126.680000,131.870000,46.500000,5.782000,8.134000,-5.978000
128.680000,131.870000,46.500000,5.390000,8.918000,-6.860000
130.680000,131.870000,46.500000,4.704000,9.702000,-7.350000
132.680000,131.870000,46.500000,3.724000,10.290000,-8.134000
134.680000,131.870000,46.500000,2.548000,10.486000,-8.624000
136.680000,131.870000,46.500000,1.274000,11.172000,-9.114000
138.680000,131.870000,46.500000,0.098000,11.074000,-9.016000
140.680000,131.870000,46.500000,-1.078000,11.172000,-9.212000
142.680000,131.870000,46.500000,-2.450000,10.878000,-8.820000
144.680000,131.870000,46.500000,-3.430000,10.192000,-8.330000
146.680000,131.870000,46.500000,-4.410000,9.506000,-7.742000
148.680000,131.870000,46.500000,-5.194000,8.722000,-6.860000
150.680000,131.870000,46.500000,-5.586000,8.134000,-6.272000
152.680000,131.870000,46.500000,-5.978000,7.350000,-5.390000
154.680000,131.870000,46.500000,-5.880000,6.566000,-4.606000
156.680000,131.870000,46.500000,-5.978000,5.684000,-3.822000
156.680000,133.870000,46.500000,-6.762000,5.880000,-4.606000
156.680000,135.870000,46.500000,-7.938000,5.880000,-5.586000
156.680000,137.870000,46.500000,-8.820000,5.782000,-6.370000
156.680000,139.870000,46.500000,-9.898000,5.488000,-7.350000
156.680000,141.870000,46.500000,-11.074000,4.704000,-8.134000
156.680000,143.870000,46.500000,-12.152000,4.116000,-9.310000
156.680000,145.870000,46.500000,-12.838000,3.038000,-9.996000
156.680000,147.870000,46.500000,-13.916000,1.764000,-10.584000
156.680000,149.870000,46.500000,-14.014000,0.294000,-10.878000
156.680000,151.870000,46.500000,-14.210000,-1.078000,-10.976000
156.680000,153.870000,46.500000,-13.916000,-2.352000,-10.682000
156.680000,155.870000,46.500000,-13.524000,-3.724000,-9.996000
156.680000,157.870000,46.500000,-12.544000,-4.900000,-9.212000
156.680000,159.870000,46.500000,-11.858000,-5.684000,-8.428000
156.680000,161.870000,46.500000,-10.976000,-6.272000,-7.546000
156.680000,163.870000,46.500000,-9.702000,-6.958000,-6.370000
156.680000,165.870000,46.500000,-8.428000,-6.860000,-5.194000
156.680000,167.870000,46.500000,-7.644000,-7.056000,-4.410000
154.680000,167.870000,46.500000,-7.742000,-7.840000,-5.194000
152.680000,167.870000,46.500000,-7.644000,-9.114000,-6.370000
150.680000,167.870000,46.500000,-7.350000,-10.192000,-7.644000
148.680000,167.870000,46.500000,-6.762000,-11.466000,-8.624000
146.680000,167.870000,46.500000,-5.978000,-12.446000,-9.506000
144.680000,167.870000,46.500000,-4.606000,-13.524000,-10.780000
142.680000,167.870000,46.500000,-3.136000,-14.308000,-11.466000
140.680000,167.870000,46.500000,-1.274000,-14.798000,-11.760000
138.680000,167.870000,46.500000,0.588000,-14.896000,-12.054000
136.680000,167.870000,46.500000,2.548000,-14.602000,-11.956000
134.680000,167.870000,46.500000,4.508000,-14.112000,-11.074000
132.680000,167.870000,46.500000,5.782000,-13.034000,-10.290000
130.680000,167.870000,46.500000,6.958000,-12.152000,-9.212000
128.680000,167.870000,46.500000,7.840000,-11.074000,-8.134000
126.680000,167.870000,46.500000,8.232000,-9.996000,-6.860000
124.680000,167.870000,46.500000,8.526000,-8.722000,-5.978000
122.680000,167.870000,46.500000,8.232000,-7.448000,-4.802000
120.680000,167.870000,46.500000,8.232000,-6.566000,-4.018000
120.680000,165.870000,46.500000,9.016000,-6.566000,-4.802000
120.680000,163.870000,46.500000,10.290000,-6.468000,-5.684000
120.680000,161.870000,46.500000,11.368000,-5.782000,-6.566000
120.680000,159.870000,46.500000,12.446000,-5.292000,-7.742000
120.680000,157.870000,46.500000,13.426000,-4.410000,-8.428000
120.680000,155.870000,46.500000,13.818000,-3.430000,-9.310000
120.680000,153.870000,46.500000,14.504000,-1.960000,-9.702000
120.680000,151.870000,46.500000,14.602000,-0.882000,-10.094000
120.680000,149.870000,46.500000,14.406000,0.882000,-9.898000
120.680000,147.870000,46.500000,14.112000,2.058000,-9.800000
120.680000,145.870000,46.500000,13.328000,3.430000,-9.016000
120.680000,143.870000,46.500000,12.348000,4.312000,-8.526000
120.680000,141.870000,46.500000,11.368000,5.194000,-7.840000
120.680000,139.870000,46.500000,10.290000,5.390000,-6.762000
120.680000,137.870000,46.500000,9.016000,5.684000,-5.880000
120.680000,135.870000,46.500000,8.134000,5.880000,-4.998000
120.680000,133.870000,46.500000,6.958000,5.782000,-4.214000
120.680000,131.870000,46.500000,5.978000,5.880000,-3.822000
120.680000,131.870000,48.500000,5.488000,4.998000,-3.528000
120.680000,133.870000,48.500000,6.370000,5.292000,-4.410000
120.680000,135.870000,48.500000,7.056000,5.292000,-5.194000
120.680000,137.870000,48.500000,8.036000,5.096000,-5.978000
120.680000,139.870000,48.500000,8.918000,4.802000,-6.762000
120.680000,141.870000,48.500000,9.800000,4.214000,-7.448000
120.680000,143.870000,48.500000,10.290000,3.528000,-8.036000
120.680000,145.870000,48.500000,10.878000,2.744000,-9.114000
120.680000,147.870000,48.500000,11.466000,1.568000,-9.408000
120.680000,149.870000,48.500000,11.956000,0.392000,-9.702000
120.680000,151.870000,48.500000,12.054000,-0.784000,-9.506000
120.680000,153.870000,48.500000,11.956000,-2.058000,-9.408000
120.680000,155.870000,48.500000,11.956000,-3.136000,-8.918000
120.680000,157.870000,48.500000,11.074000,-3.920000,-8.134000
120.680000,159.870000,48.500000,10.584000,-4.704000,-7.546000
120.680000,161.870000,48.500000,9.604000,-4.998000,-6.664000
120.680000,163.870000,48.500000,8.918000,-5.586000,-5.978000
120.680000,165.870000,48.500000,8.036000,-5.782000,-5.194000
120.680000,167.870000,48.500000,7.154000,-5.782000,-4.312000
122.680000,167.870000,48.500000,7.350000,-6.860000,-4.704000
124.680000,167.870000,48.500000,7.448000,-7.546000,-6.076000
126.680000,167.870000,48.500000,6.860000,-8.232000,-6.860000
128.680000,167.870000,48.500000,6.566000,-9.506000,-7.938000
130.680000,167.870000,48.500000,5.782000,-10.388000,-8.918000
132.680000,167.870000,48.500000,4.998000,-10.878000,-9.996000
134.680000,167.870000,48.500000,3.528000,-11.662000,-10.290000
136.680000,167.870000,48.500000,2.254000,-12.054000,-11.074000
138.680000,167.870000,48.500000,0.490000,-12.152000,-11.172000
140.680000,167.870000,48.500000,-1.176000,-12.152000,-10.878000
142.680000,167.870000,48.500000,-2.352000,-11.662000,-10.682000
144.680000,167.870000,48.500000,-3.822000,-11.270000,-10.290000
146.680000,167.870000,48.500000,-4.606000,-10.388000,-9.310000
148.680000,167.870000,48.500000,-5.586000,-9.604000,-8.232000
150.680000,167.870000,48.500000,-6.076000,-8.918000,-7.056000
152.680000,167.870000,48.500000,-6.566000,-7.840000,-6.370000
154.680000,167.870000,48.500000,-6.860000,-6.860000,-5.292000
156.680000,167.870000,48.500000,-6.762000,-5.684000,-4.606000
156.680000,165.870000,48.500000,-7.448000,-5.880000,-5.194000
156.680000,163.870000,48.500000,-8.330000,-6.174000,-6.272000
156.680000,161.870000,48.500000,-9.114000,-5.586000,-7.056000
156.680000,159.870000,48.500000,-10.094000,-5.194000,-8.134000
156.680000,157.870000,48.500000,-10.682000,-4.214000,-8.918000
156.680000,155.870000,48.500000,-11.074000,-3.234000,-9.310000
156.680000,153.870000,48.500000,-11.466000,-2.156000,-9.800000
156.680000,151.870000,48.500000,-11.858000,-0.882000,-10.290000
156.680000,149.870000,48.500000,-11.760000,0.392000,-10.192000
156.680000,147.870000,48.500000,-11.466000,1.470000,-9.996000
156.680000,145.870000,48.500000,-10.780000,2.352000,-9.310000
156.680000,143.870000,48.500000,-10.094000,3.430000,-8.918000
156.680000,141.870000,48.500000,-9.212000,4.116000,-8.036000
156.680000,139.870000,48.500000,-8.624000,4.410000,-7.154000
156.680000,137.870000,48.500000,-7.644000,5.096000,-6.566000
156.680000,135.870000,48.500000,-6.958000,4.998000,-5.488000
156.680000,133.870000,48.500000,-5.978000,5.292000,-4.900000
156.680000,131.870000,48.500000,-5.292000,5.194000,-4.116000
154.680000,131.870000,48.500000,-5.488000,5.586000,-4.802000
152.680000,131.870000,48.500000,-5.194000,6.272000,-5.586000
150.680000,131.870000,48.500000,-4.802000,6.958000,-6.174000
148.680000,131.870000,48.500000,-4.312000,7.644000,-6.860000
146.680000,131.870000,48.500000,-4.018000,8.134000,-7.448000
144.680000,131.870000,48.500000,-2.940000,8.722000,-8.036000
142.680000,131.870000,48.500000,-1.960000,9.212000,-8.624000
140.680000,131.870000,48.500000,-1.274000,9.506000,-8.722000
138.680000,131.870000,48.500000,0.000000,9.310000,-8.820000
136.680000,131.870000,48.500000,1.274000,9.212000,-8.722000
134.680000,131.870000,48.500000,2.352000,9.114000,-8.526000
132.680000,131.870000,48.500000,3.234000,8.820000,-7.938000
130.680000,131.870000,48.500000,4.312000,8.330000,-7.350000
128.680000,131.870000,48.500000,4.704000,7.644000,-6.468000
126.680000,131.870000,48.500000,4.900000,7.056000,-5.978000
124.680000,131.870000,48.500000,5.390000,6.370000,-5.194000
122.680000,131.870000,48.500000,5.684000,5.782000,-4.606000
122.680000,133.870000,48.500000,6.272000,5.782000,-5.390000
122.680000,135.870000,48.500000,7.056000,5.880000,-6.370000
122.680000,137.870000,48.500000,8.330000,5.782000,-7.154000
122.680000,139.870000,48.500000,9.212000,5.390000,-8.330000
122.680000,141.870000,48.500000,9.996000,5.096000,-9.408000
122.680000,143.870000,48.500000,10.878000,4.214000,-10.192000
122.680000,145.870000,48.500000,11.760000,3.234000,-10.878000
122.680000,147.870000,48.500000,12.446000,2.058000,-11.564000
122.680000,149.870000,48.500000,12.740000,0.490000,-12.054000
122.680000,151.870000,48.500000,12.838000,-0.980000,-11.858000
122.680000,153.870000,48.500000,12.740000,-2.156000,-11.466000
122.680000,155.870000,48.500000,12.446000,-3.430000,-11.270000
122.680000,157.870000,48.500000,11.858000,-4.410000,-10.192000
122.680000,159.870000,48.500000,11.172000,-5.390000,-9.408000
122.680000,161.870000,48.500000,10.290000,-6.076000,-8.036000
122.680000,163.870000,48.500000,9.212000,-6.272000,-7.056000
122.680000,165.870000,48.500000,8.428000,-6.762000,-5.978000
124.680000,165.870000,48.500000,8.232000,-7.742000,-7.448000
126.680000,165.870000,48.500000,8.036000,-8.722000,-8.526000
128.680000,165.870000,48.500000,7.644000,-9.408000,-9.800000
130.680000,165.870000,48.500000,6.762000,-10.682000,-10.878000
132.680000,165.870000,48.500000,5.586000,-11.564000,-11.858000
134.680000,165.870000,48.500000,4.116000,-12.250000,-12.936000
136.680000,165.870000,48.500000,2.744000,-12.642000,-13.720000
138.680000,165.870000,48.500000,0.588000,-12.740000,-13.916000
140.680000,165.870000,48.500000,-1.372000,-12.642000,-13.622000
142.680000,165.870000,48.500000,-2.744000,-12.348000,-13.034000
144.680000,165.870000,48.500000,-4.410000,-11.760000,-12.544000
146.680000,165.870000,48.500000,-5.586000,-10.780000,-11.466000
148.680000,165.870000,48.500000,-6.468000,-9.800000,-10.192000
150.680000,165.870000,48.500000,-7.056000,-8.918000,-8.918000
152.680000,165.870000,48.500000,-7.350000,-7.742000,-7.546000
154.680000,165.870000,48.500000,-7.644000,-6.860000,-6.468000
154.680000,163.870000,48.500000,-8.624000,-6.860000,-7.546000
154.680000,161.870000,48.500000,-9.408000,-6.272000,-8.722000
154.680000,159.870000,48.500000,-10.388000,-5.782000,-9.898000
154.680000,157.870000,48.500000,-11.270000,-4.900000,-10.780000
154.680000,155.870000,48.500000,-11.858000,-3.822000,-11.760000
154.680000,153.870000,48.500000,-12.250000,-2.548000,-12.152000
154.680000,151.870000,48.500000,-12.348000,-1.274000,-12.642000
154.680000,149.870000,48.500000,-12.152000,0.196000,-12.544000
154.680000,147.870000,48.500000,-12.054000,1.764000,-12.152000
154.680000,145.870000,48.500000,-11.270000,2.940000,-11.858000
154.680000,143.870000,48.500000,-10.584000,3.822000,-10.780000
154.680000,141.870000,48.500000,-9.800000,4.802000,-9.996000
154.680000,139.870000,48.500000,-8.918000,5.390000,-8.722000
154.680000,137.870000,48.500000,-7.840000,5.684000,-7.644000
154.680000,135.870000,48.500000,-6.958000,5.684000,-6.762000
154.680000,133.870000,48.500000,-6.174000,5.880000,-5.488000
152.680000,133.870000,48.500000,-6.076000,6.664000,-6.566000
150.680000,133.870000,48.500000,-5.880000,7.350000,-7.546000
148.680000,133.870000,48.500000,-5.390000,7.938000,-8.134000
146.680000,133.870000,48.500000,-4.508000,8.820000,-9.212000
144.680000,133.870000,48.500000,-3.430000,9.310000,-9.800000
142.680000,133.870000,48.500000,-2.548000,9.702000,-10.486000
140.680000,133.870000,48.500000,-1.176000,9.898000,-10.584000
138.680000,133.870000,48.500000,0.196000,9.996000,-10.878000
136.680000,133.870000,48.500000,1.568000,9.996000,-10.780000
134.680000,133.870000,48.500000,2.842000,9.506000,-10.094000
132.680000,133.870000,48.500000,3.724000,9.212000,-9.800000
130.680000,133.870000,48.500000,4.900000,8.526000,-8.820000
128.680000,133.870000,48.500000,5.390000,8.036000,-7.938000
126.680000,133.870000,48.500000,5.978000,7.350000,-7.350000
124.680000,133.870000,48.500000,6.272000,6.664000,-6.076000
124.680000,135.870000,48.500000,6.958000,6.566000,-7.350000
124.680000,137.870000,48.500000,8.232000,6.762000,-8.624000
124.680000,139.870000,48.500000,9.016000,6.272000,-9.800000
124.680000,141.870000,48.500000,10.192000,5.782000,-10.976000
124.680000,143.870000,48.500000,10.976000,4.802000,-12.250000
124.680000,145.870000,48.500000,11.858000,3.626000,-13.230000
124.680000,147.870000,48.500000,12.642000,1.862000,-14.210000
124.680000,149.870000,48.500000,13.132000,0.588000,-14.406000
124.680000,151.870000,48.500000,13.230000,-0.882000,-14.700000
124.680000,153.870000,48.500000,13.132000,-2.548000,-14.210000
124.680000,155.870000,48.500000,12.936000,-3.920000,-13.622000
124.680000,157.870000,48.500000,12.152000,-5.488000,-12.544000
124.680000,159.870000,48.500000,11.368000,-6.468000,-11.270000
124.680000,161.870000,48.500000,10.192000,-7.056000,-9.996000
124.680000,163.870000,48.500000,9.506000,-7.448000,-8.722000
126.680000,163.870000,48.500000,9.016000,-8.624000,-9.996000
128.680000,163.870000,48.500000,8.722000,-9.408000,-11.662000
130.680000,163.870000,48.500000,7.546000,-10.486000,-13.132000
132.680000,163.870000,48.500000,6.272000,-11.466000,-14.602000
134.680000,163.870000,48.500000,4.802000,-12.152000,-15.484000
136.680000,163.870000,48.500000,2.744000,-12.838000,-16.464000
138.680000,163.870000,48.500000,0.882000,-12.936000,-16.660000
140.680000,163.870000,48.500000,-1.176000,-12.740000,-16.464000
142.680000,163.870000,48.500000,-3.626000,-12.250000,-15.778000
144.680000,163.870000,48.500000,-5.096000,-11.662000,-15.190000
146.680000,163.870000,48.500000,-6.664000,-10.780000,-13.426000
148.680000,163.870000,48.500000,-7.448000,-9.996000,-12.054000
150.680000,163.870000,48.500000,-8.232000,-9.016000,-10.486000
152.680000,163.870000,48.500000,-8.330000,-7.840000,-9.114000
152.680000,161.870000,48.500000,-9.604000,-7.448000,-10.388000
152.680000,159.870000,48.500000,-10.290000,-6.664000,-11.858000
152.680000,157.870000,48.500000,-11.270000,-5.782000,-13.230000
152.680000,155.870000,48.500000,-11.760000,-4.508000,-14.112000
152.680000,153.870000,48.500000,-12.446000,-3.038000,-14.798000
152.680000,151.870000,48.500000,-12.740000,-1.274000,-15.288000
152.680000,149.870000,48.500000,-12.544000,0.294000,-15.288000
152.680000,147.870000,48.500000,-12.054000,1.862000,-14.798000
152.680000,145.870000,48.500000,-11.466000,3.430000,-14.112000
152.680000,143.870000,48.500000,-10.780000,4.606000,-12.936000
152.680000,141.870000,48.500000,-9.702000,5.586000,-11.564000
152.680000,139.870000,48.500000,-8.820000,6.370000,-10.290000
152.680000,137.870000,48.500000,-7.840000,6.468000,-9.016000
152.680000,135.870000,48.500000,-6.958000,6.566000,-7.840000
150.680000,135.870000,48.500000,-6.566000,7.350000,-8.722000
148.680000,135.870000,48.500000,-5.978000,8.134000,-9.996000
146.680000,135.870000,48.500000,-5.194000,8.918000,-10.976000
144.680000,135.870000,48.500000,-4.116000,9.604000,-12.152000
142.680000,135.870000,48.500000,-3.038000,9.898000,-12.740000
140.680000,135.870000,48.500000,-1.568000,10.486000,-13.230000
138.680000,135.870000,48.500000,0.196000,10.192000,-13.524000
136.680000,135.870000,48.500000,1.862000,10.290000,-13.132000
134.680000,135.870000,48.500000,3.332000,9.898000,-12.544000
132.680000,135.870000,48.500000,4.606000,9.604000,-11.760000
130.680000,135.870000,48.500000,5.586000,8.918000,-10.780000
128.680000,135.870000,48.500000,6.370000,8.232000,-9.506000
126.680000,135.870000,48.500000,6.860000,7.252000,-8.428000
126.680000,137.870000,48.500000,7.644000,7.154000,-10.094000
126.680000,139.870000,48.500000,8.918000,7.056000,-11.662000
126.680000,141.870000,48.500000,10.094000,6.370000,-13.034000
126.680000,143.870000,48.500000,11.074000,5.488000,-14.504000
126.680000,145.870000,48.500000,11.956000,4.312000,-15.876000
126.680000,147.870000,48.500000,12.642000,2.548000,-16.856000
126.680000,149.870000,48.500000,13.132000,0.490000,-17.346000
126.680000,151.870000,48.500000,13.230000,-0.980000,-17.542000
126.680000,153.870000,48.500000,13.034000,-3.136000,-16.954000
126.680000,155.870000,48.500000,12.642000,-4.704000,-16.072000
126.680000,157.870000,48.500000,12.054000,-6.076000,-14.994000
126.680000,159.870000,48.500000,11.172000,-7.448000,-13.426000
126.680000,161.870000,48.500000,10.094000,-7.938000,-11.956000
128.680000,161.870000,48.500000,9.408000,-9.212000,-13.818000
130.680000,161.870000,48.500000,8.428000,-10.290000,-15.582000
132.680000,161.870000,48.500000,7.154000,-11.172000,-17.150000
134.680000,161.870000,48.500000,5.390000,-12.054000,-18.620000
136.680000,161.870000,48.500000,3.038000,-12.250000,-19.404000
138.680000,161.870000,48.500000,0.784000,-12.740000,-19.894000
140.680000,161.870000,48.500000,-1.666000,-12.544000,-19.600000
142.680000,161.870000,48.500000,-3.920000,-12.152000,-18.718000
144.680000,161.870000,48.500000,-5.782000,-11.368000,-17.346000
146.680000,161.870000,48.500000,-7.448000,-10.584000,-15.876000
148.680000,161.870000,48.500000,-8.428000,-9.506000,-14.308000
150.680000,161.870000,48.500000,-9.114000,-8.526000,-12.446000
150.680000,159.870000,48.500000,-10.290000,-7.742000,-13.818000
150.680000,157.870000,48.500000,-11.074000,-6.762000,-15.386000
150.680000,155.870000,48.500000,-11.858000,-5.292000,-16.954000
150.680000,153.870000,48.500000,-12.348000,-3.528000,-17.836000
150.680000,151.870000,48.500000,-12.250000,-1.372000,-18.326000
150.680000,149.870000,48.500000,-12.250000,0.392000,-18.130000
150.680000,147.870000,48.500000,-12.054000,2.254000,-17.248000
150.680000,145.870000,48.500000,-11.368000,3.920000,-16.562000
150.680000,143.870000,48.500000,-10.388000,5.096000,-15.190000
150.680000,141.870000,48.500000,-9.702000,6.272000,-13.426000
150.680000,139.870000,48.500000,-8.722000,6.958000,-12.152000
150.680000,137.870000,48.500000,-7.644000,7.252000,-10.584000
148.680000,137.870000,48.500000,-6.860000,8.134000,-11.662000
146.680000,137.870000,48.500000,-5.978000,8.820000,-13.132000
144.680000,137.870000,48.500000,-4.802000,9.604000,-14.308000
142.680000,137.870000,48.500000,-3.234000,9.996000,-15.190000
140.680000,137.870000,48.500000,-1.568000,10.388000,-15.680000
138.680000,137.870000,48.500000,0.098000,10.388000,-15.876000
136.680000,137.870000,48.500000,1.960000,10.388000,-15.582000
134.680000,137.870000,48.500000,3.626000,10.094000,-14.994000
132.680000,137.870000,48.500000,5.194000,9.506000,-14.014000
130.680000,137.870000,48.500000,6.664000,8.918000,-12.838000
128.680000,137.870000,48.500000,7.350000,8.134000,-11.270000
128.680000,139.870000,48.500000,8.330000,7.742000,-13.328000
128.680000,141.870000,48.500000,9.506000,7.252000,-15.190000
128.680000,143.870000,48.500000,10.486000,5.782000,-16.856000
128.680000,145.870000,48.500000,11.368000,4.606000,-18.522000
128.680000,147.870000,48.500000,11.956000,2.744000,-19.600000
128.680000,149.870000,48.500000,12.642000,0.784000,-20.482000
128.680000,151.870000,48.500000,12.642000,-1.274000,-20.384000
128.680000,153.870000,48.500000,12.544000,-3.724000,-20.090000
128.680000,155.870000,48.500000,12.054000,-5.684000,-19.012000
128.680000,157.870000,48.500000,11.368000,-7.154000,-17.346000
128.680000,159.870000,48.500000,10.486000,-8.428000,-15.680000
130.680000,159.870000,48.500000,9.310000,-9.310000,-17.836000
132.680000,159.870000,48.500000,7.644000,-10.290000,-19.992000
134.680000,159.870000,48.500000,5.880000,-10.976000,-21.364000
136.680000,159.870000,48.500000,3.528000,-11.466000,-22.540000
138.680000,159.870000,48.500000,0.882000,-11.662000,-23.030000
140.680000,159.870000,48.500000,-1.862000,-11.662000,-22.540000
142.680000,159.870000,48.500000,-4.508000,-11.074000,-21.560000
144.680000,159.870000,48.500000,-6.762000,-10.388000,-20.188000
146.680000,159.870000,48.500000,-8.428000,-9.702000,-18.326000
148.680000,159.870000,48.500000,-9.604000,-8.820000,-16.366000
148.680000,157.870000,48.500000,-10.486000,-7.546000,-18.326000
148.680000,155.870000,48.500000,-10.976000,-5.684000,-19.502000
148.680000,153.870000,48.500000,-11.662000,-3.822000,-20.678000
148.680000,151.870000,48.500000,-11.662000,-1.764000,-21.070000
148.680000,149.870000,48.500000,-11.662000,0.294000,-21.070000
148.680000,147.870000,48.500000,-11.172000,2.548000,-20.286000
148.680000,145.870000,48.500000,-10.682000,4.214000,-19.012000
148.680000,143.870000,48.500000,-9.702000,5.782000,-17.640000
148.680000,141.870000,48.500000,-8.918000,6.860000,-15.778000
148.680000,139.870000,48.500000,-7.938000,7.840000,-13.818000
146.680000,139.870000,48.500000,-6.860000,8.624000,-15.386000
144.680000,139.870000,48.500000,-5.488000,9.212000,-16.758000
142.680000,139.870000,48.500000,-3.920000,9.702000,-17.934000
140.680000,139.870000,48.500000,-1.862000,9.898000,-18.718000
138.680000,139.870000,48.500000,0.294000,9.996000,-18.816000
136.680000,139.870000,48.500000,2.450000,9.898000,-18.620000
134.680000,139.870000,48.500000,4.116000,9.898000,-17.836000
132.680000,139.870000,48.500000,5.978000,9.212000,-16.366000
130.680000,139.870000,48.500000,7.448000,8.624000,-15.092000
130.680000,141.870000,48.500000,8.330000,7.938000,-17.346000
130.680000,143.870000,48.500000,9.114000,6.664000,-19.208000
130.680000,145.870000,48.500000,9.898000,5.096000,-21.070000
130.680000,147.870000,48.500000,10.878000,3.136000,-22.638000
130.680000,149.870000,48.500000,11.172000,0.784000,-23.226000
130.680000,151.870000,48.500000,11.564000,-1.666000,-23.422000
130.680000,153.870000,48.500000,11.368000,-4.018000,-23.128000
130.680000,155.870000,48.500000,10.878000,-6.468000,-21.756000
130.680000,157.870000,48.500000,10.094000,-7.938000,-19.894000
132.680000,157.870000,48.500000,8.624000,-8.918000,-22.050000
134.680000,157.870000,48.500000,6.272000,-9.702000,-24.010000
136.680000,157.870000,48.500000,3.626000,-9.996000,-25.284000
138.680000,157.870000,48.500000,0.882000,-10.192000,-25.774000
140.680000,157.870000,48.500000,-2.058000,-10.486000,-25.578000
142.680000,157.870000,48.500000,-5.096000,-9.898000,-24.304000
144.680000,157.870000,48.500000,-7.154000,-9.114000,-22.834000
146.680000,157.870000,48.500000,-9.114000,-8.428000,-20.580000
146.680000,155.870000,48.500000,-9.898000,-6.762000,-22.442000
146.680000,153.870000,48.500000,-10.192000,-4.312000,-23.520000
146.680000,151.870000,48.500000,-10.486000,-1.960000,-24.108000
146.680000,149.870000,48.500000,-10.388000,0.490000,-24.010000
146.680000,147.870000,48.500000,-9.996000,2.940000,-23.128000
146.680000,145.870000,48.500000,-9.408000,4.802000,-21.658000
146.680000,143.870000,48.500000,-8.722000,6.664000,-19.600000
146.680000,141.870000,48.500000,-8.036000,7.644000,-17.738000
144.680000,141.870000,48.500000,-6.076000,8.330000,-19.208000
142.680000,141.870000,48.500000,-4.508000,8.820000,-20.776000
140.680000,141.870000,48.500000,-1.960000,9.604000,-21.462000
138.680000,141.870000,48.500000,0.098000,9.310000,-21.756000
136.680000,141.870000,48.500000,2.842000,9.212000,-21.462000
134.680000,141.870000,48.500000,4.802000,9.016000,-20.384000
132.680000,141.870000,48.500000,6.664000,8.624000,-19.208000
132.680000,143.870000,48.500000,7.938000,7.350000,-21.560000
132.680000,145.870000,48.500000,8.526000,5.586000,-23.618000
132.680000,147.870000,48.500000,8.820000,3.430000,-25.186000
132.680000,149.870000,48.500000,9.506000,0.784000,-26.264000
132.680000,151.870000,48.500000,9.604000,-1.862000,-26.068000
132.680000,153.870000,48.500000,9.408000,-4.410000,-25.676000
132.680000,155.870000,48.500000,9.212000,-7.154000,-24.108000
134.680000,155.870000,48.500000,6.762000,-7.546000,-26.264000
136.680000,155.870000,48.500000,4.018000,-7.938000,-27.930000
138.680000,155.870000,48.500000,0.784000,-8.232000,-28.322000
140.680000,155.870000,48.500000,-2.646000,-8.036000,-27.930000
142.680000,155.870000,48.500000,-5.390000,-7.742000,-26.656000
144.680000,155.870000,48.500000,-7.840000,-7.154000,-24.794000
144.680000,153.870000,48.500000,-8.428000,-4.606000,-26.068000
144.680000,151.870000,48.500000,-8.820000,-2.254000,-26.656000
144.680000,149.870000,48.500000,-8.526000,0.392000,-26.558000
144.680000,147.870000,48.500000,-8.330000,3.038000,-25.676000
144.680000,145.870000,48.500000,-7.644000,5.390000,-23.814000
144.680000,143.870000,48.500000,-6.762000,7.154000,-21.952000
142.680000,143.870000,48.500000,-4.802000,7.742000,-23.324000
140.680000,143.870000,48.500000,-2.548000,7.938000,-24.304000
138.680000,143.870000,48.500000,0.294000,8.232000,-24.696000
136.680000,143.870000,48.500000,3.136000,8.134000,-24.206000
134.680000,143.870000,48.500000,5.782000,7.644000,-23.128000
